index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
6561,b16275,w41251,o16417,welcome to collinwood,2002,12000000.0,336620.0,-0.9719483333333332,2002-10-04 00:00:00,10.0,4.0,277.0,39.0,0.0,86.0,4.0,[Amy E. Duddleston],"""[Gaylord Films, H5B5 Media AG, Pandora Cinema, Section Eight, Warner Bros.]""","""['William H. Macy', 'Sam Rockwell', 'Luis Guzman', 'Patricia Clarkson', 'George Clooney']""","""['Anthony Russo', 'Joe Russo']""","""['Anthony Russo', 'Joe Russo']""",Warner Bros.,['Mark Mothersbaugh'],['Charles Minsky'],"""['Casey La Scalla*', 'Hunt Lowry*', 'Steven Soderbergh']""","['William H. Macy', 'Sam Rockwell', 'Luis Guzman', 'Patricia Clarkson', 'George Clooney']","['Anthony Russo', 'Joe Russo']","['Anthony Russo', 'Joe Russo']",['Warner Bros.'],['Mark Mothersbaugh'],['Charles Minsky'],"['Casey La Scalla', 'Hunt Lowry', 'Steven Soderbergh']",2444597.1855025045,5.2892623839516695,-1.9438966666666664,15505963.552973289,174.06570125130733,38.23786427523714,2411802.4596947236
6562,b16279,w41260,o22203,welcome to mooseport,2004,30000000.0,14600000.0,-0.5133333333333333,2004-02-20 00:00:00,2.0,1.0,51.0,7.0,1.0,110.0,3.0,[Debra Neil-Fisher],[Intermedia Films],Gene Hackman|Ray Romano|Marcia Gay Harden|Maura Tierney,Donald Petrie,,Fox,['John Debney'],[Victor Hammer],[Moritz Borman],"['Gene Hackman', 'Ray Romano', 'Marcia Gay Harden', 'Maura Tierney']",['Donald Petrie'],[''],['Fox'],['John Debney'],['Victor Hammer'],['Moritz Borman'],95.99587415960228,2.6350807696078435,0.0,13539473.716561431,116.13954374591283,1.7231253015053762,0.33111111111111113
6563,b16284,w41265,o20798,welcome to the dollhouse,1995,800000.0,4569019.0,4.71127375,1996-05-24 00:00:00,5.0,2.0,145.0,20.0,1.0,87.0,4.0,[Alan Oxman],[Suburban Pictures],Heather Matarazzo|Victoria Davis|Christina Brucato|Christina Vidal,['Todd Solondz'],['Todd Solondz'],Sony Classics,[Jill Wisoff],[Randy Drummond],['Todd Solondz'],"['Heather Matarazzo', 'Victoria Davis', 'Christina Brucato', 'Christina Vidal']",['Todd Solondz'],['Todd Solondz'],['Sony Classics'],['Jill Wisoff'],['Randy Drummond'],['Todd Solondz'],24.065524,4.71127375,4.71127375,8888300.141953092,4.71127375,4.71127375,4.71127375
6564,,w41267,,welcome to the jungle (2013 film),,3500000.0,87397.0,-0.9750294285714286,,,,,,,,,[Harry Yoon],[Pimienta Film Company],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6565,b16286,w41268,o8239,welcome to the rileys,2010,10000000.0,317382.0,-0.9682618,2010-10-29 00:00:00,10.0,4.0,302.0,43.0,0.0,110.0,4.0,[],[],"""['James Gandolfini', 'Melissa Leo', 'Kristen Stewart']""",Jake Scott,,Samuel Goldwyn,['Marc Streitenfeld'],[],"""['Ridley Scott', 'Tony Scott']""","['James Gandolfini', 'Melissa Leo', 'Kristen Stewart']",['Jake Scott'],[''],['Samuel Goldwyn'],['Marc Streitenfeld'],[''],"['Ridley Scott', 'Tony Scott']",68.82693287693468,-0.9682618,0.0,170.9972820403673,3.0667382,0.0,5137538.273518741
6566,b16287,w41280,o16872,wendy and lucy,2008,300000.0,1400000.0,3.6666666666666665,2008-12-10 00:00:00,12.0,4.0,345.0,49.0,0.0,80.0,4.0,[Kelly Reichardt],,['Michelle Williams'],['Kelly Reichardt'],['Kelly Reichardt'],Oscilloscope Pictures,,[Sam Levy],"""[Larry Fassenden, Neil Kopp, Anish Savjani]""",['Michelle Williams'],['Kelly Reichardt'],['Kelly Reichardt'],['Oscilloscope Pictures'],[''],['Sam Levy'],"['Larry Fassenden', 'Neil Kopp', 'Anish Savjani']",59.77193871673679,3.2666666666666666,3.6666666666666665,3.8095238095238093,0.0,6.433333333333334,11.565030952380951
6567,b16292,w41292,,wes craven's new nightmare,1994,8000000.0,19700000.0,1.4625,1994-10-14 00:00:00,10.0,4.0,287.0,41.0,1.0,112.0,4.0,[Patrick Lussier],,,['Wes Craven'],['Wes Craven'],New Line,[J. Peter Robinson],[Mark Irwin],[Marianne Maddalena],[''],['Wes Craven'],['Wes Craven'],['New Line'],['J. Peter Robinson'],['Mark Irwin'],['Marianne Maddalena'],0.0,67.68371750063856,66.10135057471264,238.70922000901982,21.854816284268544,59.03011899800277,10.902366925925927
6568,,w41311,o11405,west point of the air,1935,591000.0,1317000.0,1.2284263959390862,2035-08-18 00:00:00,8.0,3.0,230.0,32.0,0.0,89.0,,[Frank Sullivan],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6569,b16293,w41315,,west side story ,1961,6000000.0,43700000.0,6.283333333333332,2061-10-18 00:00:00,10.0,4.0,291.0,42.0,0.0,152.0,6.0,[Thomas Stanford],"""[The Mirisch Corporation, Seven Arts Productions]""","""['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn', 'Rita Moreno', 'George Chakiris']""","""['Robert Wise', 'Jerome Robbins']""","""['Arthur Laurents ', 'Ernest Lehman ']""",MGM,"""['Leonard Bernstein ', 'Stephen Sondheim ']""","""[Daniel L. Fapp, A.S.C.]""",['Saul Chaplin '],"['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn', 'Rita Moreno', 'George Chakiris']","['Robert Wise', 'Jerome Robbins']","['Arthur Laurents ', 'Ernest Lehman ']",['MGM'],"['Leonard Bernstein ', 'Stephen Sondheim ']","['Daniel L. Fapp', 'A.S.C.']",['Saul Chaplin '],49.27120067746826,49.667741016444175,50.802439024390246,1642114.0117335503,12.566666666666665,23.797928802143126,40.18577235772358
6570,,w41322,o15522,western heritage,1948,173000.0,265000.0,0.5317919075144508,2048-02-07 00:00:00,2.0,1.0,38.0,5.0,0.0,61.0,,[Desmond Marquette],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6571,,w41333,,westward ho (1935 film),,17000.0,500000.0,28.411764705882355,,,,,,,,,[Carl Pierson],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6572,,w41336,o1935,westward the women,31-Dec,2203000.0,3996000.0,0.8138901497957329,2051-12-31 00:00:00,12.0,4.0,365.0,53.0,0.0,118.0,6.0,[James E. Newcom],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6573,,w41338,,westworld ,,1250000.0,10000000.0,7.0,,,,,,,,,[David Bretherton],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6574,b16296,w41345,o20173,wet hot american summer,2001,1800000.0,295206.0,-0.8359966666666667,2001-07-27 00:00:00,7.0,3.0,208.0,29.0,0.0,97.0,4.0,[Meg Reticker],,"""['Kyle Gallner', 'Paul Rudd', 'Bradley Cooper*', 'Elizabeth Banks*']""",['David Wain'],['David Wain'],USA Films,"""['Theodore Shapiro', 'Craig Wedren']""",[Ben Weinstein],[Howard Bernstein],"['Kyle Gallner', 'Paul Rudd', 'Bradley Cooper', 'Elizabeth Banks']",['David Wain'],['David Wain'],['USA Films'],"['Theodore Shapiro', 'Craig Wedren']",['Ben Weinstein'],['Howard Bernstein'],1611097.5159335686,-0.8359966666666667,-0.8359966666666667,-1.8357113927357984,51.919601487118285,-0.8359966666666667,-0.8359966666666667
6575,b16326,w41357,,what a girl wants ,2003,25000000.0,50700000.0,1.028,2003-04-04 00:00:00,4.0,2.0,94.0,13.0,0.0,105.0,2.0,[Charles McClelland],,"""['Amanda Bynes', 'Colin Firth', 'Kelly Preston', 'Eileen Atkins', 'Jonathan Pryce']""",,,Warner Bros.,[],['Andrew Dunn'],"""['Denise Di Novi', 'Bill Gerber', 'Alison Greenspan', 'Casey La Scalla*', 'Hunt Lowry']""","['Amanda Bynes', 'Colin Firth', 'Kelly Preston', 'Eileen Atkins', 'Jonathan Pryce']",[''],[''],['Warner Bros.'],[''],['Andrew Dunn'],"['Denise Di Novi', 'Bill Gerber', 'Alison Greenspan', 'Casey La Scalla', 'Hunt Lowry']",74.51616247844441,0.0,0.0,15505963.552973289,0.0,10.192399038642243,2411823.463114969
6576,,w41362,o19594,what a way to go!,1964,3.75,11180531.0,2981473.933333333,2064-07-02 00:00:00,7.0,3.0,184.0,26.0,0.0,111.0,,[Marjorie Fowler],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6577,b16301,w41365,o13869,what about bob?,17-May,35000000.0,63707829.0,0.8202236857142857,1991-05-17 00:00:00,5.0,2.0,137.0,19.0,0.0,98.0,2.0,[Anne V. Coates],"""[Touchstone Pictures, Touchwood Pacific Partners]""",['Bill Murray'],['Frank Oz'],['Alvin Sargent*'],Buena Vista,[Miles Goodman],['Michael Ballhaus'],['Laura Ziskin'],['Bill Murray'],['Frank Oz'],['Alvin Sargent'],['Buena Vista'],['Miles Goodman'],['Michael Ballhaus'],['Laura Ziskin'],4339099.122750258,6.672934644155845,3295231.561191956,9337938.263981039,81.88151013174843,21.50931356095788,3295261.208296507
6578,b16305,w41371,,what dreams may come ,1998,85000000.0,71300000.0,-0.16117647058823528,1998-10-02 00:00:00,10.0,4.0,275.0,39.0,0.0,113.0,3.0,[David Brenner],[Interscope Communications],['Robin Williams'],,,PolyGram,['Michael Kamen'],[Eduardo Serra],"""['Ted Field', 'Scott Kroopf']""",['Robin Williams'],[''],[''],['PolyGram'],['Michael Kamen'],['Eduardo Serra'],"['Ted Field', 'Scott Kroopf']",100.11883873460322,0.0,0.0,-1.5852178439215685,27.95658962700829,-0.7480407676179381,2205775.900035154
6579,,w41372,o17689,what ever happened to aunt alice?,1969,1725000.0,3225000.0,0.8695652173913043,1969-08-20 00:00:00,8.0,3.0,232.0,33.0,0.0,101.0,2.0,[Frank J. Urioste],"""[Palomar Pictures Corporation, The Associates & Aldrich Company]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6580,,w41373,,what ever happened to baby jane? (1962 film),,1000000.0,9500000.0,8.5,,,,,,,,,[Michael Luciano],[Seven Arts Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6581,,w41376,,what every woman knows (1934 film),,428000.0,502000.0,0.17289719626168226,,,,,,,,,[],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6582,,w41377,o21309,what every woman learns,1919,44425.0,169358.1923,2.8122271761395607,2019-11-09 00:00:00,11.0,4.0,313.0,44.0,0.0,50.0,,[W. Duncan Mansfield],"""[Famous Players-Lasky, /Artcraft]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6583,b16308,w41388,o16875,what happens in vegas,2008,35000000.0,219300000.0,5.265714285714286,2008-05-09 00:00:00,5.0,2.0,130.0,18.0,0.0,99.0,3.0,[Matt Friedman],"""[Regency Enterprises, 21 Laps Entertainment, Mosaic Media Group, Dune Entertainment, Penn Station Entertainment]""","""['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell', 'Jason Sudeikis', 'Treat Williams', 'Dennis Farina', 'Zach Galifianakis', 'Queen Latifah']""",['Tom Vaughan'],['Dana Fox'],Fox,['Christophe Beck'],[Matthew F. Leonetti],['Arnon Milchan'],"['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell', 'Jason Sudeikis', 'Treat Williams', 'Dennis Farina', 'Zach Galifianakis', 'Queen Latifah']",['Tom Vaughan'],['Dana Fox'],['Fox'],['Christophe Beck'],['Matthew F. Leonetti'],['Arnon Milchan'],20459898.58354633,4.7539172857142855,9.274050152380951,13539473.716561431,10357602.803421363,48.97951554458041,123.16618575675179
6584,b16311,w41394,o16876,what just happened,2008,25000000.0,6710888.0,-0.73156448,2008-10-17 00:00:00,10.0,4.0,291.0,41.0,1.0,104.0,4.0,[Hank Corwin],,"""['Robert DeNiro', 'Sean Penn', 'Catherine Keener', 'John Turturro', 'Robin Wright Penn', 'Stanley Tucci', 'Kristen Stewart', 'Bruce Willis']""",['Barry Levinson'],,Magnolia,['Marcelo Zarvos'],[SteÌphane Fontaine],"""[Art Linson, Mark Cuban, Robert De Niro, Jane Rosenthal]""","['Robert DeNiro', 'Sean Penn', 'Catherine Keener', 'John Turturro', 'Robin Wright Penn', 'Stanley Tucci', 'Kristen Stewart', 'Bruce Willis']",['Barry Levinson'],[''],['Magnolia'],['Marcelo Zarvos'],['SteÌ\x81phane Fontaine'],"['Art Linson', 'Mark Cuban', 'Robert De Niro', 'Jane Rosenthal']",3495355.6525333677,31.73226934074038,0.0,13.796154551938669,10.76096673478451,2.4951021866666667,15.182004254958278
6585,b16312,w41395,o10758,what lies beneath,2000,100000000.0,291400000.0,1.914,2000-07-21 00:00:00,7.0,3.0,203.0,29.0,0.0,130.0,3.0,[Arthur Schmidt],[ImageMovers],"""['Harrison Ford', 'Michelle Pfeiffer']""",['Robert Zemeckis'],['Clark Gregg'],DreamWorks,['Alan Silvestri'],['Don Burgess'],['Mark Johnson*'],"['Harrison Ford', 'Michelle Pfeiffer']",['Robert Zemeckis'],['Clark Gregg'],['DreamWorks'],['Alan Silvestri'],['Don Burgess'],['Mark Johnson'],626.190943658175,54.639420793905245,2.0853114705882354,4090557.2118129884,1611041.2771670255,3671138.5914615197,42.886511168530106
6586,,w41397,,what maisie knew ,,5000000.0,2700000.0,-0.46,,,,,,,,,[Madeleine Gavin],[Red Crown Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6587,b16317,w41407,o10759,what planet are you from?,2000,60000000.0,14100000.0,-0.765,2000-03-03 00:00:00,3.0,1.0,63.0,9.0,0.0,105.0,4.0,[Richard Marks],[Brillstein-Grey Entertainment],"""['Garry Shandling', 'Annette Bening', 'John Goodman', 'Greg Kinnear', 'Ben Kingsley', 'Judy Greer']""",['Mike Nichols'],"""['Ed Solomon', 'Peter Tolan']""",Sony / Columbia,['Carter Burwell'],['Michael Ballhaus'],"""['Brad Grey', 'Mike Nichols']""","['Garry Shandling', 'Annette Bening', 'John Goodman', 'Greg Kinnear', 'Ben Kingsley', 'Judy Greer']",['Mike Nichols'],"['Ed Solomon', 'Peter Tolan']",['Sony / Columbia'],['Carter Burwell'],['Michael Ballhaus'],"['Brad Grey', 'Mike Nichols']",1979043.8891686539,48.75257318705166,1882995.0753393893,10323350.972545363,2444505.313570383,21.50931356095788,36.544516997486085
6588,,w41411,o22740,what price hollywood?,1932,416000.0,571000.0,0.37259615384615385,2032-06-24 00:00:00,6.0,2.0,176.0,25.0,0.0,88.0,,"""[Del Andrews, Jack Kitchin]""",[RKO PatheÌ],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6589,b16331,w41420,,what to expect when you're expecting ,2012,40000000.0,84400000.0,1.11,2012-05-18 00:00:00,5.0,2.0,139.0,20.0,0.0,110.0,3.0,[Michael Berenbaum],"""[Alcon Entertainment, Phoenix Pictures, What to Expect Productions, Georgia Public]""","""['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks', 'Chace Crawford', 'Brooklyn Decker', 'Anna Kendrick', 'Dennis Quaid', 'Chris Rock', 'Rodrigo Santoro', 'Rebel Wilson*']""",['Kirk Jones'],"""['Shauna Cross', 'Heather Hach']""",Lionsgate,['Mark Mothersbaugh'],[Xavier PeÌrez Grobet],"""[Mike Medavoy, Arnold Messer, David Thwaites]""","['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks', 'Chace Crawford', 'Brooklyn Decker', 'Anna Kendrick', 'Dennis Quaid', 'Chris Rock', 'Rodrigo Santoro', 'Rebel Wilson']",['Kirk Jones'],"['Shauna Cross', 'Heather Hach']",['Lionsgate'],['Mark Mothersbaugh'],['Xavier PeÌ\x81rez Grobet'],"['Mike Medavoy', 'Arnold Messer', 'David Thwaites']",14927534.96329834,4.810148365079366,8.49939393939394,194.92937217490604,174.06570125130733,3.7222402597402597,5.9
6590,b16323,w41422,o10760,what women want,2000,70000000.0,374111707.0,4.344452957142857,2000-12-15 00:00:00,12.0,4.0,350.0,50.0,0.0,127.0,3.0,"""[Thomas J. Nordberg, Stephen A. Rotter, Carol Littleton]""",[Icon Entertainment],"""['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda', 'Logan Lerman*', 'Bette Midler*']""",['Nancy Meyers'],,Paramount,['Alan Silvestri'],[Dean Cundey],"""['Susan Cartsonis', 'Nancy Meyers']""","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda', 'Logan Lerman', 'Bette Midler']",['Nancy Meyers'],[''],['Paramount'],['Alan Silvestri'],['Dean Cundey'],"['Susan Cartsonis', 'Nancy Meyers']",2616232.154686039,14.262483750770308,0.0,10229619.047976788,1611041.2771670255,89.42303534562608,29.621230379761904
6591,b16335,w41433,,what's love got to do with it ,1993,15000000.0,39100956.0,1.6067303999999998,1993-06-11 00:00:00,6.0,2.0,162.0,23.0,0.0,118.0,4.0,,[Touchstone Pictures],"""['Angela Bassett', 'Laurence Fishburne']""",,,Buena Vista,[Stanley Clarke],,['Mario Iscovich*'],"['Angela Bassett', 'Laurence Fishburne']",[''],[''],['Buena Vista'],['Stanley Clarke'],[''],['Mario Iscovich'],9336602.773206262,0.0,0.0,9337938.263981039,18.89164553999507,0.0,18.16488373378243
6592,b16341,w41443,o20174,what's the worst that could happen?,2001,60000000.0,38464131.0,-0.35893115,2001-06-01 00:00:00,6.0,2.0,152.0,21.0,1.0,94.0,3.0,"""[Garth Craven, Nick Moore]""","""[Turman-Morrisey Company, Hyde Park Entertainment]""","""['Martin Lawrence', 'Danny DeVito', 'John Leguizamo', 'Bernie Mac']""",Sam Weisman,,MGM,['Tyler Bates'],['Anastas N.  Michos'],['David Hoberman'],"['Martin Lawrence', 'Danny DeVito', 'John Leguizamo', 'Bernie Mac']",['Sam Weisman'],[''],['MGM'],['Tyler Bates'],['Anastas N.  Michos'],['David Hoberman'],171.0226919745182,0.041068850000000046,0.0,1642114.0117335503,23.65690962638201,-0.0697936101591512,3671138.07890497
6593,b16339,w41451,o2766,what's your number?,2011,20000000.0,30400000.0,0.52,2011-09-30 00:00:00,9.0,3.0,273.0,39.0,0.0,106.0,4.0,[Julie Monroe],[Regency Enterprises],"""['Anna Faris', 'Chris Evans', 'Zachary Quinto', 'Andy Samberg', 'Martin Freeman', 'Ari Graynor', 'Blythe Danner', 'Chris Pratt', 'Anthony Mackie', 'Mike Vogel*', 'Aziz Ansari*']""",['Mark Mylod'],"""['Gabrielle Allan', 'Jennifer Crittenden']""",Fox,['Aaron Zigman'],[J. Michael Muro],"""['Anna Faris', 'Beau Flynn', 'Arnon Milchan', 'Tripp Vinson']""","['Anna Faris', 'Chris Evans', 'Zachary Quinto', 'Andy Samberg', 'Martin Freeman', 'Ari Graynor', 'Blythe Danner', 'Chris Pratt', 'Anthony Mackie', 'Mike Vogel', 'Aziz Ansari']",['Mark Mylod'],"['Gabrielle Allan', 'Jennifer Crittenden']",['Fox'],['Aaron Zigman'],['J. Michael Muro'],"['Anna Faris', 'Beau Flynn', 'Arnon Milchan', 'Tripp Vinson']",3574222.39502573,0.52,1.04,13539473.716561431,66.67675105176966,2.093746567857143,164.0104896396566
6594,b16344,w41452,,whatever it takes (2000 film),2000,32000000.0,9902115.0,-0.69055890625,2000-03-24 00:00:00,3.0,1.0,84.0,12.0,0.0,94.0,3.0,,[Phoenix Pictures],['James Franco'],,['Mark Schwahn'],Sony / Columbia,['Ed Shearmur'],['Tim Suhrstedt'],"""[Matt Berenson, Bill Brown, Victoria Dee, Paul Schiff, Mark Schwahn]""",['James Franco'],[''],['Mark Schwahn'],['Sony / Columbia'],['Ed Shearmur'],['Tim Suhrstedt'],"['Matt Berenson', 'Bill Brown', 'Victoria Dee', 'Paul Schiff', 'Mark Schwahn']",41.402596041997576,0.0,0.8661077604166666,10323350.972545363,32.983950928016846,126.77122875869472,0.37059993238636235
6595,b16345,w41453,o19004,whatever works,2009,15000000.0,35085646.0,1.3390430666666666,2009-06-19 00:00:00,6.0,2.0,170.0,24.0,0.0,92.0,3.0,[Alisa Lepselter],"""[Gravier Productions, Wild Bunch]""","""['John Gallagher Jr.', 'Larry David', 'Evan Rachel Wood', 'Patricia Clarkson', 'Henry Cavill']""",['Woody Allen'],['Woody Allen'],Sony Classics,[],[Harris Savides],"""[Letty Aronson, Stephen Tenenbaum]""","['John Gallagher Jr.', 'Larry David', 'Evan Rachel Wood', 'Patricia Clarkson', 'Henry Cavill']",['Woody Allen'],['Woody Allen'],['Sony Classics'],[''],['Harris Savides'],"['Letty Aronson', 'Stephen Tenenbaum']",3493268.4854231323,8888283.545180723,8888283.83184739,8888300.141953092,0.0,5.531331813934321,17776496.88935649
6596,,w41465,,when a stranger calls (1979 film),,1500000.0,20149106.0,12.432737333333336,,,,,,,,,[Sam Vitale],[Melvin Simon Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6597,b16363,w41466,,when a stranger calls (2006 film),2006,15000000.0,67000000.0,3.466666666666667,2006-02-03 00:00:00,2.0,1.0,34.0,5.0,0.0,87.0,3.0,[Jeff Betancourt],"""[Davis Entertainment, Screen Gems]""","""['Camilla Belle', 'Katie Cassidy', 'Clark Gregg']""",['Simon West'],,Sony / Screen Gems,[James Dooley],[Peter Menzies Jr.],"""['John Davis', 'Wyck Godfrey']""","['Camilla Belle', 'Katie Cassidy', 'Clark Gregg']",['Simon West'],[''],['Sony / Screen Gems'],['James Dooley'],['Peter Menzies Jr.'],"['John Davis', 'Wyck Godfrey']",45.95069423429092,6.998577563953361,0.0,99.92383911370032,3.466666666666667,12.7851281542464,133.68296834773813
6598,b16352,w41493,o15967,when harry met sally...,1989,16.0,92800000.0,5799999.0,1989-07-14 00:00:00,7.0,3.0,195.0,28.0,0.0,96.0,4.0,[Robert Leighton],"""[Castle Rock Entertainment, Nelson Entertainment]""","""['Billy Crystal', 'Meg Ryan', 'Carrie Fisher']""",['Rob Reiner'],['Nora Ephron'],Columbia,"""[Marc Shaiman, Harry Connick Jr.]""",['Barry Sonnenfeld'],"""[Rob Reiner, Andrew Scheinman, Nora Ephron]""","['Billy Crystal', 'Meg Ryan', 'Carrie Fisher']",['Rob Reiner'],['Nora Ephron'],['Columbia'],"['Marc Shaiman', 'Harry Connick Jr.']",['Barry Sonnenfeld'],"['Rob Reiner', 'Andrew Scheinman', 'Nora Ephron']",17400164.17073062,5800010.659964291,5800016.646598153,5801048.290532906,11600041.579988025,5800010.607848277,17400000.467064824
6599,,w41502,,when in rome (1952 film),,1313000.0,683000.0,-0.4798172124904798,,,,,,,,,[Robert Kern],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6600,,w41501,,when in rome (2010 film),,55000000.0,43000000.0,-0.2181818181818181,,,,,,,,,[Ryan Folsey],[Touchstone Pictures],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6601,,w41509,,when ladies meet (1941 film),,640000.0,1846000.0,1.884375,,,,,,,,,[Robert Kern],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6602,b16367,w41532,,when the bough breaks (2016 film),2016,10000000.0,30700000.0,2.07,2016-09-09 00:00:00,9.0,3.0,253.0,36.0,1.0,107.0,3.0,[Scot],[Unique Features],"""['Morris Chestnut', 'Regina Hall']""",,,Sony / Screen Gems,[John Frizzell],[David Moxness],,"['Morris Chestnut', 'Regina Hall']",[''],[''],['Sony / Screen Gems'],['John Frizzell'],['David Moxness'],[''],69.37297757958805,0.0,0.0,99.92383911370032,13.311995585116732,2.07,0.0
6603,b16369,w41540,o10198,when the game stands tall,2014,15000000.0,30100000.0,1.0066666666666666,2014-08-22 00:00:00,8.0,3.0,234.0,33.0,0.0,115.0,2.0,[Scott Richter],"""[Affirm Films, Mandalay Pictures]""","""['James Caviezel', 'Alexander Ludwig', 'Laura Dern', 'Michael Chiklis']""",['Thomas Carter'],['Scott Marshall Smith'],TriStar,['John Paesano'],[Michael Lohmann],['David Zelon'],"['James Caviezel', 'Alexander Ludwig', 'Laura Dern', 'Michael Chiklis']",['Thomas Carter'],['Scott Marshall Smith'],['TriStar'],['John Paesano'],['Michael Lohmann'],['David Zelon'],66.54294941353514,2.5633333333333335,2.5799008854166665,3527374.869952258,14.98045644487303,1.0066666666666666,2616056.088038217
6604,b16356,w41553,o3137,when time ran out,1980,20000000.0,3763988.0,-0.8118006,1980-03-28 00:00:00,3.0,1.0,88.0,12.0,0.0,121.0,2.0,[],,['Paul Newman'],James Goldstone,,Warner Bros.,[Lalo Schifrin],[Fred J. Koenekamp],[Irwin Allen],['Paul Newman'],['James Goldstone'],[''],['Warner Bros.'],['Lalo Schifrin'],['Fred J. Koenekamp'],['Irwin Allen'],89.21655766620866,-0.8118006,0.0,15505963.552973289,54.86247022006744,28.151459721484926,34.498232754741146
